task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-746,Simulated task 746 with 39 words,15,0.44,0.997,1,5,1,0,,,,,,,,,39.0,0.333,1.845,0.0,15,0
TASK-747,Simulated task 747 with 95 words,2,0.541,0.395,1,1,0,1,,,,,,,,,95.0,0.5,0.617,0.4,2,1
TASK-748,Simulated task 748 with 56 words,28,0.714,0.977,3,5,1,0,,,,,,,,,56.0,0.179,1.2,0.0,28,0
TASK-749,Simulated task 749 with 70 words,29,0.657,0.621,2,2,1,0,,,,,,,,,70.0,0.069,0.821,0.0,29,0
TASK-750,Simulated task 750 with 77 words,20,0.901,0.815,1,2,0,0,,,,,,,,,77.0,0.1,0.814,0.0,20,0
TASK-751,Simulated task 751 with 89 words,6,0.552,0.275,2,2,0,1,,,,,,,,,89.0,0.333,0.422,1.2000000000000002,6,1
TASK-752,Simulated task 752 with 58 words,12,0.791,0.274,2,1,0,0,,,,,,,,,58.0,0.083,0.307,0.0,12,0
TASK-753,Simulated task 753 with 71 words,21,0.519,0.665,3,3,0,1,,,,,,,,,71.0,0.143,1.073,4.2,21,1
TASK-754,Simulated task 754 with 61 words,16,0.476,0.347,1,2,0,1,,,,,,,,,61.0,0.125,0.602,3.2,16,1
TASK-755,Simulated task 755 with 72 words,14,0.636,0.932,3,5,1,1,,,,,,,,,72.0,0.357,1.267,2.8000000000000003,14,0
TASK-756,Simulated task 756 with 48 words,4,0.61,0.691,0,5,0,0,,,,,,,,,48.0,1.25,0.973,0.0,4,0
TASK-757,Simulated task 757 with 57 words,8,0.378,0.439,2,2,0,1,,,,,,,,,57.0,0.25,0.918,1.6,8,1
TASK-758,Simulated task 758 with 68 words,12,0.335,0.37,6,3,0,1,,,,,,,,,68.0,0.25,0.85,2.4000000000000004,12,1
TASK-759,Simulated task 759 with 67 words,23,0.515,0.528,1,1,0,0,,,,,,,,,67.0,0.043,0.858,0.0,23,0
TASK-760,Simulated task 760 with 73 words,14,0.122,0.458,1,2,1,0,,,,,,,,,73.0,0.143,2.063,0.0,14,0
TASK-761,Simulated task 761 with 54 words,20,0.438,0.724,1,1,1,0,,,,,,,,,54.0,0.05,1.344,0.0,20,0
TASK-762,Simulated task 762 with 48 words,26,0.304,0.581,2,3,1,0,,,,,,,,,48.0,0.115,1.439,0.0,26,0
TASK-763,Simulated task 763 with 58 words,13,0.385,0.892,3,2,1,0,,,,,,,,,58.0,0.154,1.84,0.0,13,0
TASK-764,Simulated task 764 with 56 words,29,0.344,0.758,0,2,1,0,,,,,,,,,56.0,0.069,1.706,0.0,29,0
TASK-765,Simulated task 765 with 53 words,5,0.654,0.383,2,2,0,1,,,,,,,,,53.0,0.4,0.509,1.0,5,1
TASK-766,Simulated task 766 with 52 words,12,0.589,0.494,2,4,0,0,,,,,,,,,52.0,0.333,0.716,0.0,12,0
TASK-767,Simulated task 767 with 49 words,10,0.511,0.384,2,2,0,0,,,,,,,,,49.0,0.2,0.629,0.0,10,0
TASK-768,Simulated task 768 with 46 words,21,0.423,0.384,3,2,0,1,,,,,,,,,46.0,0.095,0.734,4.2,21,1
TASK-769,Simulated task 769 with 58 words,19,0.707,0.151,2,3,1,1,,,,,,,,,58.0,0.158,0.187,3.8000000000000003,19,0
TASK-770,Simulated task 770 with 63 words,13,0.68,0.835,3,3,0,0,,,,,,,,,63.0,0.231,1.071,0.0,13,0
TASK-771,Simulated task 771 with 70 words,9,0.478,0.923,2,4,1,0,,,,,,,,,70.0,0.444,1.598,0.0,9,0
TASK-772,Simulated task 772 with 51 words,11,0.771,0.353,3,2,0,1,,,,,,,,,51.0,0.182,0.405,2.2,11,1
TASK-773,Simulated task 773 with 108 words,5,0.462,0.328,2,5,0,1,,,,,,,,,108.0,1.0,0.583,1.0,5,1
TASK-774,Simulated task 774 with 89 words,28,0.541,0.74,2,1,0,1,,,,,,,,,89.0,0.036,1.155,5.6000000000000005,28,1
TASK-775,Simulated task 775 with 63 words,13,0.385,0.395,4,2,0,1,,,,,,,,,63.0,0.154,0.814,2.6,13,1
TASK-776,Simulated task 776 with 42 words,10,0.421,0.919,2,4,1,1,,,,,,,,,42.0,0.4,1.762,2.0,10,0
TASK-777,Simulated task 777 with 46 words,18,0.375,0.421,0,5,0,0,,,,,,,,,46.0,0.278,0.887,0.0,18,0
TASK-778,Simulated task 778 with 66 words,29,0.638,0.1,2,3,1,1,,,,,,,,,66.0,0.103,0.136,5.800000000000001,29,0
TASK-779,Simulated task 779 with 102 words,15,0.575,0.567,3,1,0,1,,,,,,,,,102.0,0.067,0.84,3.0,15,1
TASK-780,Simulated task 780 with 89 words,20,0.289,0.452,2,4,1,1,,,,,,,,,89.0,0.2,1.16,4.0,20,0
TASK-781,Simulated task 781 with 62 words,12,0.613,0.637,2,3,0,0,,,,,,,,,62.0,0.25,0.893,0.0,12,0
TASK-782,Simulated task 782 with 55 words,4,0.859,0.513,1,2,0,1,,,,,,,,,55.0,0.5,0.535,0.8,4,1
TASK-783,Simulated task 783 with 55 words,5,0.368,0.744,4,4,0,1,,,,,,,,,55.0,0.8,1.59,1.0,5,1
TASK-784,Simulated task 784 with 68 words,8,0.357,0.706,1,2,1,0,,,,,,,,,68.0,0.25,1.546,0.0,8,0
TASK-785,Simulated task 785 with 49 words,5,0.502,0.681,1,4,1,0,,,,,,,,,49.0,0.8,1.133,0.0,5,0
TASK-786,Simulated task 786 with 65 words,1,0.776,0.648,0,4,0,1,,,,,,,,,65.0,4.0,0.74,0.2,1,1
TASK-787,Simulated task 787 with 62 words,18,0.412,0.6,1,2,0,0,,,,,,,,,62.0,0.111,1.171,0.0,18,0
TASK-788,Simulated task 788 with 70 words,19,0.868,0.251,0,4,1,1,,,,,,,,,70.0,0.211,0.259,3.8000000000000003,19,0
TASK-789,Simulated task 789 with 61 words,19,0.289,0.697,3,3,1,1,,,,,,,,,61.0,0.158,1.794,3.8000000000000003,19,0
TASK-790,Simulated task 790 with 60 words,10,0.538,0.783,6,3,0,1,,,,,,,,,60.0,0.3,1.228,2.0,10,1
TASK-791,Simulated task 791 with 29 words,22,0.16,0.687,0,1,1,0,,,,,,,,,29.0,0.045,2.646,0.0,22,0
TASK-792,Simulated task 792 with 53 words,9,0.313,0.55,2,1,1,0,,,,,,,,,53.0,0.111,1.332,0.0,9,0
TASK-793,Simulated task 793 with 76 words,26,0.457,0.748,2,4,1,1,,,,,,,,,76.0,0.154,1.341,5.2,26,0
TASK-794,Simulated task 794 with 68 words,1,0.554,0.659,6,3,0,1,,,,,,,,,68.0,3.0,1.008,0.2,1,1
TASK-795,Simulated task 795 with 58 words,22,0.748,0.778,4,2,1,1,,,,,,,,,58.0,0.091,0.917,4.4,22,0
TASK-796,Simulated task 796 with 74 words,25,0.36,0.578,0,4,1,0,,,,,,,,,74.0,0.16,1.256,0.0,25,0
TASK-797,Simulated task 797 with 41 words,20,0.584,0.243,2,2,0,1,,,,,,,,,41.0,0.1,0.355,4.0,20,1
TASK-798,Simulated task 798 with 82 words,26,0.232,0.555,0,5,1,0,,,,,,,,,82.0,0.192,1.672,0.0,26,0
TASK-799,Simulated task 799 with 54 words,3,0.702,0.363,3,1,0,1,,,,,,,,,54.0,0.333,0.452,0.6000000000000001,3,1
TASK-800,Simulated task 800 with 60 words,13,0.762,0.484,2,4,0,0,,,,,,,,,60.0,0.308,0.562,0.0,13,0
TASK-801,Simulated task 801 with 59 words,6,0.708,0.622,2,4,0,1,,,,,,,,,59.0,0.667,0.77,1.2000000000000002,6,1
TASK-802,Simulated task 802 with 103 words,6,0.707,0.848,2,2,0,1,,,,,,,,,103.0,0.333,1.05,1.2000000000000002,6,1
TASK-803,Simulated task 803 with 104 words,29,0.482,0.767,3,1,1,1,,,,,,,,,104.0,0.034,1.318,5.800000000000001,29,0
TASK-804,Simulated task 804 with 85 words,18,0.555,0.652,5,2,0,1,,,,,,,,,85.0,0.111,0.995,3.6,18,1
TASK-805,Simulated task 805 with 50 words,5,0.481,0.912,3,2,1,1,,,,,,,,,50.0,0.4,1.571,1.0,5,0
TASK-806,Simulated task 806 with 75 words,17,0.491,0.612,4,1,0,1,,,,,,,,,75.0,0.059,1.035,3.4000000000000004,17,1
TASK-807,Simulated task 807 with 61 words,29,0.351,0.651,2,5,0,0,,,,,,,,,61.0,0.172,1.442,0.0,29,0
TASK-808,Simulated task 808 with 60 words,25,0.556,0.505,2,3,1,1,,,,,,,,,60.0,0.12,0.77,5.0,25,0
TASK-809,Simulated task 809 with 67 words,25,0.584,0.333,2,3,1,0,,,,,,,,,67.0,0.12,0.487,0.0,25,0
TASK-810,Simulated task 810 with 47 words,3,0.697,0.739,2,5,1,1,,,,,,,,,47.0,1.667,0.927,0.6000000000000001,3,0
TASK-811,Simulated task 811 with 61 words,5,0.578,0.208,1,1,0,1,,,,,,,,,61.0,0.2,0.307,1.0,5,1
TASK-812,Simulated task 812 with 88 words,3,0.676,0.367,2,4,0,1,,,,,,,,,88.0,1.333,0.473,0.6000000000000001,3,1
TASK-813,Simulated task 813 with 64 words,23,0.351,0.644,4,1,0,0,,,,,,,,,64.0,0.043,1.428,0.0,23,0
TASK-814,Simulated task 814 with 49 words,13,0.785,0.388,2,2,0,1,,,,,,,,,49.0,0.154,0.438,2.6,13,1
TASK-815,Simulated task 815 with 38 words,15,0.452,0.604,0,1,1,0,,,,,,,,,38.0,0.067,1.096,0.0,15,0
TASK-816,Simulated task 816 with 64 words,17,0.1,0.637,0,3,1,0,,,,,,,,,64.0,0.176,3.184,0.0,17,0
TASK-817,Simulated task 817 with 102 words,15,0.422,0.46,2,4,1,1,,,,,,,,,102.0,0.267,0.881,3.0,15,0
TASK-818,Simulated task 818 with 50 words,5,0.615,0.614,1,5,1,0,,,,,,,,,50.0,1.0,0.858,0.0,5,0
TASK-819,Simulated task 819 with 61 words,22,0.516,0.61,0,1,1,0,,,,,,,,,61.0,0.045,0.99,0.0,22,0
TASK-820,Simulated task 820 with 58 words,14,0.112,0.315,2,4,1,1,,,,,,,,,58.0,0.286,1.488,2.8000000000000003,14,0
TASK-821,Simulated task 821 with 94 words,11,0.543,0.737,2,4,1,0,,,,,,,,,94.0,0.364,1.146,0.0,11,0
TASK-822,Simulated task 822 with 64 words,28,0.525,0.1,2,3,0,0,,,,,,,,,64.0,0.107,0.16,0.0,28,0
TASK-823,Simulated task 823 with 65 words,14,0.306,1.0,5,2,0,1,,,,,,,,,65.0,0.143,2.465,2.8000000000000003,14,1
TASK-824,Simulated task 824 with 66 words,7,0.613,0.734,3,4,0,0,,,,,,,,,66.0,0.571,1.029,0.0,7,0
TASK-825,Simulated task 825 with 74 words,3,0.473,0.855,1,4,0,0,,,,,,,,,74.0,1.333,1.492,0.0,3,0
TASK-826,Simulated task 826 with 52 words,23,0.11,0.765,2,1,1,0,,,,,,,,,52.0,0.043,3.649,0.0,23,0
TASK-827,Simulated task 827 with 43 words,20,0.639,0.589,1,5,1,0,,,,,,,,,43.0,0.25,0.797,0.0,20,0
TASK-828,Simulated task 828 with 44 words,10,0.535,0.407,1,1,0,0,,,,,,,,,44.0,0.1,0.641,0.0,10,0
TASK-829,Simulated task 829 with 64 words,11,0.803,0.594,2,3,0,0,,,,,,,,,64.0,0.273,0.658,0.0,11,0
TASK-830,Simulated task 830 with 71 words,30,0.327,0.809,1,4,1,0,,,,,,,,,71.0,0.133,1.895,0.0,30,0
TASK-831,Simulated task 831 with 64 words,6,0.453,0.394,3,2,0,1,,,,,,,,,64.0,0.333,0.713,1.2000000000000002,6,1
TASK-832,Simulated task 832 with 76 words,5,0.713,0.639,1,4,0,1,,,,,,,,,76.0,0.8,0.786,1.0,5,1
TASK-833,Simulated task 833 with 63 words,20,0.317,0.147,1,2,1,0,,,,,,,,,63.0,0.1,0.354,0.0,20,0
TASK-834,Simulated task 834 with 57 words,22,0.706,0.398,2,2,0,0,,,,,,,,,57.0,0.091,0.494,0.0,22,0
TASK-835,Simulated task 835 with 86 words,13,0.711,0.385,4,2,0,1,,,,,,,,,86.0,0.154,0.475,2.6,13,1
TASK-836,Simulated task 836 with 48 words,12,0.563,1.0,1,5,1,0,,,,,,,,,48.0,0.417,1.509,0.0,12,0
TASK-837,Simulated task 837 with 77 words,19,0.467,0.266,3,1,1,0,,,,,,,,,77.0,0.053,0.469,0.0,19,0
TASK-838,Simulated task 838 with 35 words,19,0.371,0.7,2,3,1,0,,,,,,,,,35.0,0.158,1.487,0.0,19,0
TASK-839,Simulated task 839 with 38 words,21,0.356,0.999,2,5,1,0,,,,,,,,,38.0,0.238,2.191,0.0,21,0
TASK-840,Simulated task 840 with 82 words,27,0.562,0.851,4,5,1,0,,,,,,,,,82.0,0.185,1.286,0.0,27,0
TASK-841,Simulated task 841 with 47 words,5,0.1,0.98,4,2,1,1,,,,,,,,,47.0,0.4,4.902,1.0,5,0
TASK-842,Simulated task 842 with 100 words,25,0.389,1.0,2,5,1,0,,,,,,,,,100.0,0.2,2.047,0.0,25,0
TASK-843,Simulated task 843 with 77 words,20,0.361,0.614,0,3,0,0,,,,,,,,,77.0,0.15,1.332,0.0,20,0
TASK-844,Simulated task 844 with 72 words,21,0.302,0.719,2,3,1,0,,,,,,,,,72.0,0.143,1.786,0.0,21,0
TASK-845,Simulated task 845 with 58 words,28,0.537,0.649,2,4,1,0,,,,,,,,,58.0,0.143,1.018,0.0,28,0
TASK-846,Simulated task 846 with 61 words,9,0.206,0.72,2,5,1,1,,,,,,,,,61.0,0.556,2.353,1.8,9,0
TASK-847,Simulated task 847 with 59 words,4,0.741,0.705,1,4,1,1,,,,,,,,,59.0,1.0,0.839,0.8,4,0
TASK-848,Simulated task 848 with 88 words,29,0.683,1.0,0,3,1,0,,,,,,,,,88.0,0.103,1.278,0.0,29,0
TASK-849,Simulated task 849 with 57 words,15,0.772,0.673,1,5,1,0,,,,,,,,,57.0,0.333,0.772,0.0,15,0
TASK-850,Simulated task 850 with 95 words,3,0.395,0.362,2,2,0,1,,,,,,,,,95.0,0.667,0.731,0.6000000000000001,3,1
TASK-851,Simulated task 851 with 47 words,23,0.542,0.749,3,2,1,0,,,,,,,,,47.0,0.087,1.167,0.0,23,0
TASK-852,Simulated task 852 with 64 words,7,0.665,0.783,2,5,1,0,,,,,,,,,64.0,0.714,1.024,0.0,7,0
TASK-853,Simulated task 853 with 67 words,24,0.474,0.395,0,4,1,0,,,,,,,,,67.0,0.167,0.687,0.0,24,0
TASK-854,Simulated task 854 with 71 words,20,0.387,0.384,1,4,1,1,,,,,,,,,71.0,0.2,0.79,4.0,20,0
TASK-855,Simulated task 855 with 47 words,20,0.524,0.838,3,2,0,1,,,,,,,,,47.0,0.1,1.343,4.0,20,1
TASK-856,Simulated task 856 with 67 words,14,0.459,0.467,1,4,0,1,,,,,,,,,67.0,0.286,0.835,2.8000000000000003,14,1
TASK-857,Simulated task 857 with 40 words,14,0.286,0.497,3,2,0,1,,,,,,,,,40.0,0.143,1.287,2.8000000000000003,14,1
TASK-858,Simulated task 858 with 81 words,9,0.1,0.485,0,1,0,1,,,,,,,,,81.0,0.111,2.423,1.8,9,1
TASK-859,Simulated task 859 with 42 words,26,0.315,0.661,3,2,1,1,,,,,,,,,42.0,0.077,1.592,5.2,26,0
TASK-860,Simulated task 860 with 83 words,23,0.1,0.876,1,1,1,0,,,,,,,,,83.0,0.043,4.379,0.0,23,0
TASK-861,Simulated task 861 with 76 words,3,0.326,0.767,3,5,0,1,,,,,,,,,76.0,1.667,1.801,0.6000000000000001,3,1
TASK-862,Simulated task 862 with 32 words,29,0.784,0.484,3,1,1,1,,,,,,,,,32.0,0.034,0.548,5.800000000000001,29,0
TASK-863,Simulated task 863 with 72 words,9,0.13,0.935,2,3,1,1,,,,,,,,,72.0,0.333,4.058,1.8,9,0
TASK-864,Simulated task 864 with 56 words,29,0.59,0.817,1,4,1,0,,,,,,,,,56.0,0.138,1.185,0.0,29,0
TASK-865,Simulated task 865 with 28 words,21,0.745,0.848,1,1,1,0,,,,,,,,,28.0,0.048,1.004,0.0,21,0
TASK-866,Simulated task 866 with 60 words,4,0.185,0.84,2,3,1,0,,,,,,,,,60.0,0.75,2.942,0.0,4,0
TASK-867,Simulated task 867 with 50 words,17,0.859,0.471,2,3,1,1,,,,,,,,,50.0,0.176,0.492,3.4000000000000004,17,0
TASK-868,Simulated task 868 with 75 words,25,0.485,0.37,4,4,0,1,,,,,,,,,75.0,0.16,0.633,5.0,25,1
TASK-869,Simulated task 869 with 55 words,6,0.772,0.515,1,2,0,1,,,,,,,,,55.0,0.333,0.591,1.2000000000000002,6,1
TASK-870,Simulated task 870 with 53 words,16,0.554,0.848,0,3,1,0,,,,,,,,,53.0,0.188,1.296,0.0,16,0
TASK-871,Simulated task 871 with 51 words,27,0.408,0.305,3,1,0,1,,,,,,,,,51.0,0.037,0.601,5.4,27,1
TASK-872,Simulated task 872 with 54 words,18,0.1,0.271,1,4,1,0,,,,,,,,,54.0,0.222,1.356,0.0,18,0
TASK-873,Simulated task 873 with 48 words,13,0.277,0.147,6,1,0,1,,,,,,,,,48.0,0.077,0.389,2.6,13,1
TASK-874,Simulated task 874 with 91 words,7,0.636,0.286,1,2,0,0,,,,,,,,,91.0,0.286,0.389,0.0,7,0
TASK-875,Simulated task 875 with 60 words,3,0.807,0.403,2,4,0,1,,,,,,,,,60.0,1.333,0.444,0.6000000000000001,3,1
TASK-876,Simulated task 876 with 71 words,6,0.219,0.631,6,3,0,1,,,,,,,,,71.0,0.5,1.978,1.2000000000000002,6,1
TASK-877,Simulated task 877 with 62 words,24,0.488,0.312,4,1,1,0,,,,,,,,,62.0,0.042,0.531,0.0,24,0
TASK-878,Simulated task 878 with 78 words,3,0.411,0.765,1,1,0,1,,,,,,,,,78.0,0.333,1.499,0.6000000000000001,3,1
TASK-879,Simulated task 879 with 45 words,29,0.584,0.611,1,3,1,0,,,,,,,,,45.0,0.103,0.894,0.0,29,0
TASK-880,Simulated task 880 with 57 words,28,0.518,0.1,1,3,0,0,,,,,,,,,57.0,0.107,0.162,0.0,28,0
TASK-881,Simulated task 881 with 86 words,12,0.426,0.595,0,2,1,0,,,,,,,,,86.0,0.167,1.133,0.0,12,0
TASK-882,Simulated task 882 with 46 words,5,0.628,0.635,1,2,0,1,,,,,,,,,46.0,0.4,0.873,1.0,5,1
TASK-883,Simulated task 883 with 47 words,30,0.362,1.0,1,3,1,0,,,,,,,,,47.0,0.1,2.166,0.0,30,0
TASK-884,Simulated task 884 with 68 words,22,0.502,0.661,7,4,0,1,,,,,,,,,68.0,0.182,1.097,4.4,22,1
TASK-885,Simulated task 885 with 64 words,17,0.654,0.158,0,3,0,0,,,,,,,,,64.0,0.176,0.209,0.0,17,0
TASK-886,Simulated task 886 with 46 words,10,0.355,0.657,2,3,0,1,,,,,,,,,46.0,0.3,1.446,2.0,10,1
TASK-887,Simulated task 887 with 42 words,7,0.428,0.644,4,5,0,1,,,,,,,,,42.0,0.714,1.218,1.4000000000000001,7,1
TASK-888,Simulated task 888 with 125 words,4,0.388,0.751,2,4,1,1,,,,,,,,,125.0,1.0,1.538,0.8,4,0
TASK-889,Simulated task 889 with 66 words,10,0.59,1.0,3,4,1,1,,,,,,,,,66.0,0.4,1.448,2.0,10,0
TASK-890,Simulated task 890 with 82 words,27,0.57,0.466,0,2,1,0,,,,,,,,,82.0,0.074,0.695,0.0,27,0
TASK-891,Simulated task 891 with 66 words,7,0.396,0.437,0,2,0,1,,,,,,,,,66.0,0.286,0.88,1.4000000000000001,7,1
TASK-892,Simulated task 892 with 81 words,23,0.568,0.717,4,2,0,1,,,,,,,,,81.0,0.087,1.073,4.6000000000000005,23,1
TASK-893,Simulated task 893 with 92 words,11,0.1,1.0,2,1,1,1,,,,,,,,,92.0,0.091,5.0,2.2,11,0
TASK-894,Simulated task 894 with 75 words,21,0.667,0.768,2,4,0,0,,,,,,,,,75.0,0.19,1.001,0.0,21,0
TASK-895,Simulated task 895 with 79 words,8,0.679,0.514,0,5,0,0,,,,,,,,,79.0,0.625,0.66,0.0,8,0
TASK-896,Simulated task 896 with 84 words,8,0.399,0.846,2,2,1,1,,,,,,,,,84.0,0.25,1.697,1.6,8,0
TASK-897,Simulated task 897 with 65 words,5,0.359,1.0,4,2,1,1,,,,,,,,,65.0,0.4,2.179,1.0,5,0
TASK-898,Simulated task 898 with 63 words,5,0.488,0.408,1,2,0,0,,,,,,,,,63.0,0.4,0.693,0.0,5,0
TASK-899,Simulated task 899 with 52 words,7,0.318,0.35,5,2,0,1,,,,,,,,,52.0,0.286,0.837,1.4000000000000001,7,1
TASK-900,Simulated task 900 with 88 words,22,0.349,0.614,3,2,1,1,,,,,,,,,88.0,0.091,1.367,4.4,22,0
TASK-901,Simulated task 901 with 33 words,4,0.562,0.675,3,1,0,1,,,,,,,,,33.0,0.25,1.021,0.8,4,1
TASK-902,Simulated task 902 with 88 words,2,0.662,0.946,1,5,1,1,,,,,,,,,88.0,2.5,1.242,0.4,2,0
TASK-903,Simulated task 903 with 80 words,24,0.564,0.483,4,4,0,1,,,,,,,,,80.0,0.167,0.728,4.800000000000001,24,1
TASK-904,Simulated task 904 with 73 words,19,1.0,0.7,1,5,0,1,,,,,,,,,73.0,0.263,0.637,3.8000000000000003,19,1
TASK-905,Simulated task 905 with 71 words,2,0.75,0.989,7,3,0,1,,,,,,,,,71.0,1.5,1.164,0.4,2,1
TASK-906,Simulated task 906 with 50 words,16,0.647,0.656,3,4,0,1,,,,,,,,,50.0,0.25,0.878,3.2,16,1
TASK-907,Simulated task 907 with 43 words,12,0.64,0.501,1,2,0,0,,,,,,,,,43.0,0.167,0.677,0.0,12,0
TASK-908,Simulated task 908 with 80 words,15,0.517,0.743,1,3,1,0,,,,,,,,,80.0,0.2,1.203,0.0,15,0
TASK-909,Simulated task 909 with 64 words,10,0.601,0.517,2,3,0,0,,,,,,,,,64.0,0.3,0.738,0.0,10,0
TASK-910,Simulated task 910 with 40 words,23,0.54,0.684,0,3,1,0,,,,,,,,,40.0,0.13,1.07,0.0,23,0
TASK-911,Simulated task 911 with 49 words,26,0.71,0.553,1,3,1,0,,,,,,,,,49.0,0.115,0.683,0.0,26,0
TASK-912,Simulated task 912 with 72 words,6,0.444,0.564,1,2,0,0,,,,,,,,,72.0,0.333,1.036,0.0,6,0
TASK-913,Simulated task 913 with 87 words,24,0.433,0.499,0,3,1,0,,,,,,,,,87.0,0.125,0.936,0.0,24,0
TASK-914,Simulated task 914 with 40 words,13,0.736,0.457,2,5,0,1,,,,,,,,,40.0,0.385,0.546,2.6,13,1
TASK-915,Simulated task 915 with 46 words,30,0.408,0.848,1,2,1,0,,,,,,,,,46.0,0.067,1.67,0.0,30,0
TASK-916,Simulated task 916 with 46 words,6,0.311,0.647,2,3,1,1,,,,,,,,,46.0,0.5,1.575,1.2000000000000002,6,0
TASK-917,Simulated task 917 with 47 words,23,0.35,0.918,1,3,1,0,,,,,,,,,47.0,0.13,2.039,0.0,23,0
TASK-918,Simulated task 918 with 82 words,2,0.65,0.1,1,5,0,1,,,,,,,,,82.0,2.5,0.133,0.4,2,1
TASK-919,Simulated task 919 with 42 words,26,1.0,0.47,1,1,0,0,,,,,,,,,42.0,0.038,0.427,0.0,26,0
TASK-920,Simulated task 920 with 50 words,14,0.322,0.415,2,1,0,0,,,,,,,,,50.0,0.071,0.982,0.0,14,0
TASK-921,Simulated task 921 with 57 words,18,0.629,0.537,2,5,0,0,,,,,,,,,57.0,0.278,0.736,0.0,18,0
TASK-922,Simulated task 922 with 44 words,6,0.531,0.342,0,1,0,1,,,,,,,,,44.0,0.167,0.542,1.2000000000000002,6,1
TASK-923,Simulated task 923 with 70 words,25,0.726,0.198,1,4,0,0,,,,,,,,,70.0,0.16,0.24,0.0,25,0
TASK-924,Simulated task 924 with 57 words,30,0.627,0.768,1,4,1,0,,,,,,,,,57.0,0.133,1.056,0.0,30,0
TASK-925,Simulated task 925 with 84 words,19,0.738,0.452,2,4,0,0,,,,,,,,,84.0,0.211,0.539,0.0,19,0
TASK-926,Simulated task 926 with 85 words,27,0.558,0.739,0,1,1,0,,,,,,,,,85.0,0.037,1.122,0.0,27,0
TASK-927,Simulated task 927 with 106 words,26,0.333,0.305,2,4,1,0,,,,,,,,,106.0,0.154,0.705,0.0,26,0
TASK-928,Simulated task 928 with 85 words,14,0.364,0.191,2,4,0,0,,,,,,,,,85.0,0.286,0.412,0.0,14,0
TASK-929,Simulated task 929 with 73 words,30,0.542,0.66,5,1,1,1,,,,,,,,,73.0,0.033,1.028,6.0,30,0
TASK-930,Simulated task 930 with 64 words,13,0.593,0.758,2,5,1,0,,,,,,,,,64.0,0.385,1.093,0.0,13,0
TASK-931,Simulated task 931 with 58 words,8,0.423,0.446,2,2,0,1,,,,,,,,,58.0,0.25,0.853,1.6,8,1
TASK-932,Simulated task 932 with 100 words,5,0.903,0.346,0,4,0,0,,,,,,,,,100.0,0.8,0.345,0.0,5,0
TASK-933,Simulated task 933 with 58 words,13,0.688,0.912,0,1,1,0,,,,,,,,,58.0,0.077,1.157,0.0,13,0
TASK-934,Simulated task 934 with 60 words,6,0.1,0.586,0,2,1,0,,,,,,,,,60.0,0.333,2.928,0.0,6,0
TASK-935,Simulated task 935 with 74 words,22,0.475,0.35,2,2,0,0,,,,,,,,,74.0,0.091,0.609,0.0,22,0
TASK-936,Simulated task 936 with 53 words,27,0.294,0.226,1,3,0,0,,,,,,,,,53.0,0.111,0.573,0.0,27,0
TASK-937,Simulated task 937 with 57 words,28,0.881,0.428,2,2,1,1,,,,,,,,,57.0,0.071,0.436,5.6000000000000005,28,0
TASK-938,Simulated task 938 with 60 words,26,0.1,0.501,1,4,1,0,,,,,,,,,60.0,0.154,2.507,0.0,26,0
TASK-939,Simulated task 939 with 53 words,27,0.584,0.791,4,5,1,1,,,,,,,,,53.0,0.185,1.156,5.4,27,0
TASK-940,Simulated task 940 with 63 words,29,0.525,0.596,2,4,1,0,,,,,,,,,63.0,0.138,0.954,0.0,29,0
TASK-941,Simulated task 941 with 73 words,19,0.663,0.566,0,3,1,0,,,,,,,,,73.0,0.158,0.742,0.0,19,0
TASK-942,Simulated task 942 with 83 words,11,0.565,0.371,2,2,0,0,,,,,,,,,83.0,0.182,0.559,0.0,11,0
TASK-943,Simulated task 943 with 64 words,27,0.914,0.945,1,3,1,1,,,,,,,,,64.0,0.111,0.932,5.4,27,0
TASK-944,Simulated task 944 with 51 words,16,0.684,0.844,0,4,1,0,,,,,,,,,51.0,0.25,1.077,0.0,16,0
TASK-945,Simulated task 945 with 73 words,5,0.132,0.824,5,4,1,1,,,,,,,,,73.0,0.8,3.547,1.0,5,0
TASK-946,Simulated task 946 with 41 words,12,0.781,0.585,5,4,0,1,,,,,,,,,41.0,0.333,0.664,2.4000000000000004,12,1
TASK-947,Simulated task 947 with 61 words,17,0.541,0.7,4,5,0,1,,,,,,,,,61.0,0.294,1.093,3.4000000000000004,17,1
TASK-948,Simulated task 948 with 47 words,2,0.781,0.1,4,4,0,1,,,,,,,,,47.0,2.0,0.113,0.4,2,1
TASK-949,Simulated task 949 with 95 words,10,0.437,0.651,3,4,0,0,,,,,,,,,95.0,0.4,1.213,0.0,10,0
TASK-950,Simulated task 950 with 83 words,15,0.288,1.0,2,2,1,0,,,,,,,,,83.0,0.133,2.58,0.0,15,0
TASK-951,Simulated task 951 with 75 words,19,0.25,0.455,3,5,0,0,,,,,,,,,75.0,0.263,1.301,0.0,19,0
TASK-952,Simulated task 952 with 38 words,20,0.712,0.354,1,2,1,0,,,,,,,,,38.0,0.1,0.435,0.0,20,0
